title	filepath	directory	class_name	class_idx	global_label
Movie Theater Shawnee OK	imagenet_images_flickr/n03032252/3007379959.jpg	n03032252	cinema	695	107
Chickadee In Older Bird Feeder	imagenet_images_flickr/n01592084/63441713.jpg	n01592084	chickadee	395	8
Pinisi Bakery: Signage	imagenet_images_flickr/n02776631/2938890495.jpg	n02776631	bakery	704	79
stingray 2	imagenet_images_flickr/n01498041/1012456263.jpg	n01498041	stingray	446	173
Apron Swap - Received!	imagenet_images_flickr/n02730930/472813816.jpg	n02730930	apron	845	70
Critically endangered peace loving bonobos	imagenet_images_flickr/n02481823/413391521.jpg	n02481823	chimpanzee	96	226
Barrow Lifeboat	imagenet_images_flickr/n03662601/4245288633.jpg	n03662601	lifeboat	238	210
Lemon Slice	imagenet_images_flickr/n07749582/2418043561.jpg	n07749582	lemon	320	171
Ballband Dishcloth	imagenet_images_flickr/n03207743/2144483945.jpg	n03207743	dishrag	821	56
Resting cheetahs	imagenet_images_flickr/n02130308/2023222109.jpg	n02130308	cheetah	206	124
Bighorn	imagenet_images_flickr/n02415577/916523765.jpg	n02415577	bighorn	52	209
Splash Of color	imagenet_images_flickr/n02165456/1352595241.jpg	n02165456	ladybug	622	244
Carolina Chickadee_20070809_001	imagenet_images_flickr/n01592084/1066235441.jpg	n01592084	chickadee	395	8
green on green	imagenet_images_flickr/n02177972/2557263247.jpg	n02177972	weevil	628	116
Guacamole fresh to order	imagenet_images_flickr/n07583066/2623557616.jpg	n07583066	guacamole	813	236
Balla di fieno	imagenet_images_flickr/n07802026/3842880153.jpg	n07802026	hay	816	88
otter sleeping as usual	imagenet_images_flickr/n02444819/757316333.jpg	n02444819	otter	212	7
another heart macchiato	imagenet_images_flickr/n07920052/12070363.jpg	n07920052	espresso	947	16
Jump Cliff	imagenet_images_flickr/n09246464/512675268.jpg	n09246464	cliff	359	246
翠園素食館素食菜單（點心）	imagenet_images_flickr/n07565083/3496136501.jpg	n07565083	menu	803	103
Hornbill	imagenet_images_flickr/n01829413/2142877667.jpg	n01829413	hornbill	414	217
Jake and the Wheelbarrow	imagenet_images_flickr/n02797295/439336149.jpg	n02797295	barrow	258	162
Yurt and Interesting sculpture near Elwha river	imagenet_images_flickr/n04613696/441533625.jpg	n04613696	yurt	714	200
Jonas Absalom Blinky	imagenet_images_flickr/n01882714/868343582.jpg	n01882714	koala	213	187
IMG_2230.JPG	imagenet_images_flickr/n12620546/1320507151.jpg	n12620546	hip	328	35
Ready	imagenet_images_flickr/n03733131/507679718.jpg	n03733131	maypole	598	182
Hat & cardigan	imagenet_images_flickr/n02963159/2348974293.jpg	n02963159	cardigan	836	214
Bridges Over The East River	imagenet_images_flickr/n03933933/2345889546.jpg	n03933933	pier	596	218
Strawberry	imagenet_images_flickr/n07745940/2079495383.jpg	n07745940	strawberry	229	133
strawberries cubed	imagenet_images_flickr/n07745940/100614080.jpg	n07745940	strawberry	229	133
Japanese Macaque	imagenet_images_flickr/n02487347/127797860.jpg	n02487347	macaque	138	65
Herringbone Mitten #1	imagenet_images_flickr/n03775071/1951392824.jpg	n03775071	mitten	871	62
Quail	imagenet_images_flickr/n01806567/2439858280.jpg	n01806567	quail	406	78
Lithobius_variegatus_head	imagenet_images_flickr/n01784675/433995297.jpg	n01784675	centipede	611	242
Safeway Bakery	imagenet_images_flickr/n02776631/178874645.jpg	n02776631	bakery	704	79
Archibebe común - Gamba roja vulgar - common redshank - tringa totanus	imagenet_images_flickr/n02028035/461968202.jpg	n02028035	redshank	435	53
Old Ramsey, The Sheep That Wouldn't Die	imagenet_images_flickr/n02412080/2065106334.jpg	n02412080	ram	81	136
langur baby	imagenet_images_flickr/n02488291/225196290.jpg	n02488291	langur	203	221
100_8534	imagenet_images_flickr/n01847000/1232235550.jpg	n01847000	drake	418	101
Whippet Coco	imagenet_images_flickr/n02091134/2068444323.jpg	n02091134	whippet	20	92
K C & Star	imagenet_images_flickr/n02105162/248516542.jpg	n02105162	malinois	51	41
caught with the broccoli	imagenet_images_flickr/n07714990/818692012.jpg	n07714990	broccoli	737	45
Taxi	imagenet_images_flickr/n02930766/2357678255.jpg	n02930766	cab	267	206
Lambourne Church, Essex	imagenet_images_flickr/n03028079/159859772.jpg	n03028079	church	690	168
Swimming in oranges	imagenet_images_flickr/n07747607/189801945.jpg	n07747607	orange	319	96
Elven Leaves dishcloth	imagenet_images_flickr/n03207743/2447354937.jpg	n03207743	dishrag	821	56
Thatch Roof	imagenet_images_flickr/n04417672/2163137283.jpg	n04417672	thatch	989	40
mantis on arm	imagenet_images_flickr/n02236044/58698917.jpg	n02236044	mantis	635	190
starfish diver	imagenet_images_flickr/n02317335/372564487.jpg	n02317335	starfish	225	163
strawberries	imagenet_images_flickr/n07745940/469258712.jpg	n07745940	strawberry	229	133
American robin - Turdus migratorius	imagenet_images_flickr/n01558993/458937756.jpg	n01558993	robin	391	233
quail	imagenet_images_flickr/n01806567/484369974.jpg	n01806567	quail	406	78
Squirrely Swedish Mittens 3	imagenet_images_flickr/n03775071/2215166872.jpg	n03775071	mitten	871	62
Crayfish freshly cooked!	imagenet_images_flickr/n01985128/2112139159.jpg	n01985128	crayfish	619	134
Grasshopper	imagenet_images_flickr/n02226429/234079292.jpg	n02226429	grasshopper	631	37
My Cat - Zippy	imagenet_images_flickr/n02123045/633487411.jpg	n02123045	tabby	174	73
Skeng Burrito	imagenet_images_flickr/n07880968/2900399895.jpg	n07880968	burrito	900	55
Kew Sundial	imagenet_images_flickr/n04355338/2693410846.jpg	n04355338	sundial	526	69
Dishcloth Swap received!	imagenet_images_flickr/n03207743/2945906776.jpg	n03207743	dishrag	821	56
Welton Church, East Riding of Yorkshire (was mystery24)	imagenet_images_flickr/n03028079/470511481.jpg	n03028079	church	690	168
car lights @ hamburg	imagenet_images_flickr/n02788148/1001806478.jpg	n02788148	bannister	718	105
Whippet	imagenet_images_flickr/n02091134/301025098.jpg	n02091134	whippet	20	92
bighorn sheep	imagenet_images_flickr/n02415577/2066926195.jpg	n02415577	bighorn	52	209
potholders and dishcloths	imagenet_images_flickr/n03207743/245075844.jpg	n03207743	dishrag	821	56
MZ - meerkat	imagenet_images_flickr/n02138441/1613994245.jpg	n02138441	meerkat	35	24
Magnolia Bakery	imagenet_images_flickr/n02776631/3029448741.jpg	n02776631	bakery	704	79
weird strawberry	imagenet_images_flickr/n07745940/430269816.jpg	n07745940	strawberry	229	133
collie pups	imagenet_images_flickr/n02106030/96364420.jpg	n02106030	collie	124	84
Orange(s)	imagenet_images_flickr/n07747607/134804142.jpg	n07747607	orange	319	96
Megaliths	imagenet_images_flickr/n03743016/3648007981.jpg	n03743016	megalith	717	239
New sunglasses.	imagenet_images_flickr/n04356056/2819179690.jpg	n04356056	sunglasses	535	60
Eastbound 177	imagenet_images_flickr/n04487081/2458638390.jpg	n04487081	trolleybus	882	11
Fort Stevens Yurt Village	imagenet_images_flickr/n04613696/3106614740.jpg	n04613696	yurt	714	200
Flugsvamp	imagenet_images_flickr/n12998815/2803346529.jpg	n12998815	agaric	913	106
Oy! Get back in line	imagenet_images_flickr/n02106030/1399384079.jpg	n02106030	collie	124	84
Chipfongwe upfront	imagenet_images_flickr/n01871265/361765845.jpg	n01871265	tusker	214	142
Microphone	imagenet_images_flickr/n03759954/507199905.jpg	n03759954	microphone	509	47
south african bird life 04	imagenet_images_flickr/n01518878/2625809241.jpg	n01518878	ostrich	385	23
accordion	imagenet_images_flickr/n02672831/3208312439.jpg	n02672831	accordion	223	21
albatross behind boat	imagenet_images_flickr/n02058221/3447471846.jpg	n02058221	albatross	441	102
microwave oven	imagenet_images_flickr/n03761084/2196258466.jpg	n03761084	microwave	661	199
La lúgubre góndola	imagenet_images_flickr/n03447447/876245469.jpg	n03447447	gondola	236	74
Maypole '08	imagenet_images_flickr/n03733131/2467735011.jpg	n03733131	maypole	598	182
Fig	imagenet_images_flickr/n07753113/1311653957.jpg	n07753113	fig	321	9
Bathroom + Laptop	imagenet_images_flickr/n03642806/555172616.jpg	n03642806	laptop	228	82
Pettegola - Orbetello	imagenet_images_flickr/n02028035/2599329479.jpg	n02028035	redshank	435	53
"Grammostola rosea  ""Chilean Rose"""	imagenet_images_flickr/n01774750/192653750.jpg	n01774750	tarantula	608	184
swiss2a	imagenet_images_flickr/n03485794/2551955666.jpg	n03485794	handkerchief	750	241
Sunglasses	imagenet_images_flickr/n04356056/1056861664.jpg	n04356056	sunglasses	535	60
Kimo	imagenet_images_flickr/n02110063/394201650.jpg	n02110063	malamute	15	118
Semi-Serious Cheeseburger from Cheeburger Cheeburger	imagenet_images_flickr/n07697313/3497156207.jpg	n07697313	cheeseburger	993	225
lorikeet pose (2)	imagenet_images_flickr/n01820546/2457325469.jpg	n01820546	lorikeet	411	58
DSC08983	imagenet_images_flickr/n02264363/3044053737.jpg	n02264363	lacewing	638	4
playa los lances - tarifa	imagenet_images_flickr/n09428293/2283747764.jpg	n09428293	seashore	367	63
kimono invernal gris y marin1	imagenet_images_flickr/n03617480/3248600054.jpg	n03617480	kimono	770	29
東北 Tohoku Trip in Japan, Jun 01 - 10, 2009	imagenet_images_flickr/n09468604/3620629774.jpg	n09468604	valley	360	141
First flirt with the D40x	imagenet_images_flickr/n04243546/1362692940.jpg	n04243546	slot	557	36
Chow Chow in a pet shop	imagenet_images_flickr/n02112137/2090808044.jpg	n02112137	chow	168	185
Mountain Lion wants to eat Girl #1	imagenet_images_flickr/n02125311/2134252339.jpg	n02125311	cougar	11	87
lemon	imagenet_images_flickr/n07749582/341742911.jpg	n07749582	lemon	320	171
The American Flag At Madingley Cemetery	imagenet_images_flickr/n03355925/2307660327.jpg	n03355925	flagpole	995	108
little hyena	imagenet_images_flickr/n02117135/280031471.jpg	n02117135	hyena	34	126
Ag. Theodori church - Firostefani, Santorini	imagenet_images_flickr/n03028079/2609507442.jpg	n03028079	church	690	168
Koala Bear	imagenet_images_flickr/n01882714/39408554.jpg	n01882714	koala	213	187
Spring 3	imagenet_images_flickr/n02028035/2255073164.jpg	n02028035	redshank	435	53
Celeste Tries On the Mortarboard	imagenet_images_flickr/n03787032/2761031259.jpg	n03787032	mortarboard	854	43
Meerkat!	imagenet_images_flickr/n02138441/145127113.jpg	n02138441	meerkat	35	24
Kori Bustard (Ardeotis kori) flying in Samburu National Reserve	imagenet_images_flickr/n02018795/2990728139.jpg	n02018795	bustard	432	213
no comments	imagenet_images_flickr/n02892201/2114103026.jpg	n02892201	brass	716	176
Sri Lanka- Tusker	imagenet_images_flickr/n01871265/154721596.jpg	n01871265	tusker	214	142
Diego Sit Still!	imagenet_images_flickr/n02100583/1524481727.jpg	n02100583	vizsla	90	64
Red pickup	imagenet_images_flickr/n03930630/110999214.jpg	n03930630	pickup	281	177
Unicycle2	imagenet_images_flickr/n04509417/11783022.jpg	n04509417	unicycle	292	193
Hanamaki Rose Festival - ladies in kimono	imagenet_images_flickr/n03617480/173813328.jpg	n03617480	kimono	770	29
Aston, Oxfordshire	imagenet_images_flickr/n03710193/2516566514.jpg	n03710193	mailbox	917	121
Tiny Banana	imagenet_images_flickr/n07753592/4572616.jpg	n07753592	banana	323	215
Tricycle	imagenet_images_flickr/n04482393/260324292.jpg	n04482393	tricycle	291	249
Indian Kerala Backwaters Kettuvallam (Rice Boat)	imagenet_images_flickr/n09332890/2125150609.jpg	n09332890	lakeside	366	91
Looking up the Spiral Staircase	imagenet_images_flickr/n03065424/1592129340.jpg	n03065424	coil	698	17
Caracol snail	imagenet_images_flickr/n01944390/2136855344.jpg	n01944390	snail	653	223
Sunrise over wing	imagenet_images_flickr/n04592741/462452746.jpg	n04592741	wing	503	32
Antonskirche	imagenet_images_flickr/n03220513/616482864.jpg	n03220513	dome	897	67
Bodnath-Stupa	imagenet_images_flickr/n04346328/2719307661.jpg	n04346328	stupa	692	113
Orangutan	imagenet_images_flickr/n02480495/152924165.jpg	n02480495	orangutan	83	145
Mountain Lion	imagenet_images_flickr/n02125311/24127691.jpg	n02125311	cougar	11	87
Airplane View 1	imagenet_images_flickr/n04592741/2581110210.jpg	n04592741	wing	503	32
Trying out the new wheelbarrow	imagenet_images_flickr/n02797295/1411103112.jpg	n02797295	barrow	258	162
Mushrooms, leaves and distant trees	imagenet_images_flickr/n07734744/311243869.jpg	n07734744	mushroom	746	85
2008 October Carousel Trip 035	imagenet_images_flickr/n02966193/2980385610.jpg	n02966193	carousel	568	178
Hummingbird Revisited	imagenet_images_flickr/n01833805/1436263649.jpg	n01833805	hummingbird	415	160
回到房間發現我的牛仔褲被折好了XD	imagenet_images_flickr/n03594734/2850723189.jpg	n03594734	jean	748	164
Monarch Butterfly at Monticello	imagenet_images_flickr/n02279972/2805198401.jpg	n02279972	monarch	643	157
New Cardigan	imagenet_images_flickr/n02963159/2454176857.jpg	n02963159	cardigan	836	214
Me and my crutches	imagenet_images_flickr/n03141823/1240907092.jpg	n03141823	crutch	856	33
CF-EDWIN牛仔褲	imagenet_images_flickr/n03594734/2513867046.jpg	n03594734	jean	748	164
7 spot ladybird - Coccinella 7 punctata DSCF8844a	imagenet_images_flickr/n02165456/292539046.jpg	n02165456	ladybug	622	244
Honeymoon - 1547	imagenet_images_flickr/n02488702/261860761.jpg	n02488702	colobus	54	234
IMG_1550	imagenet_images_flickr/n01806143/2058298555.jpg	n01806143	peacock	405	201
Lübeck, sundial on Saint Mary's Church	imagenet_images_flickr/n04355338/393456545.jpg	n04355338	sundial	526	69
Rhododendron Leafhopper	imagenet_images_flickr/n02259212/38027879.jpg	n02259212	leafhopper	637	154
Beaded Serving Ladle $8.00	imagenet_images_flickr/n03633091/2947549689.jpg	n03633091	ladle	892	172
Dogs Wearing Fezzes	imagenet_images_flickr/n02108089/15194976.jpg	n02108089	boxer	130	240
Ant	imagenet_images_flickr/n02219486/244823195.jpg	n02219486	ant	224	137
Chevrolet Camaro RS Convertible	imagenet_images_flickr/n03100240/1313371508.jpg	n03100240	convertible	268	125
IMG_2404	imagenet_images_flickr/n02279972/272855284.jpg	n02279972	monarch	643	157
Skiing in Concord	imagenet_images_flickr/n04228054/361109318.jpg	n04228054	ski	590	195
hummingbird at SAzoo	imagenet_images_flickr/n01833805/2219205207.jpg	n01833805	hummingbird	415	160
Big Mouth	imagenet_images_flickr/n01784675/2542549492.jpg	n01784675	centipede	611	242
Monarch Butterfly On Purple Coneflower - Danaus Plexippus	imagenet_images_flickr/n02279972/2725689389.jpg	n02279972	monarch	643	157
Blue1 Avro RJ	imagenet_images_flickr/n02690373/261807710.jpg	n02690373	airliner	230	28
Holy cow Gadi! Not you again!	imagenet_images_flickr/n02486410/2042813141.jpg	n02486410	baboon	137	144
Pouched!	imagenet_images_flickr/n01877812/925543134.jpg	n01877812	wallaby	216	22
Ozzy Dog	imagenet_images_flickr/n07697537/237395703.jpg	n07697537	hotdog	885	25
Today's Burger 2-25-8 IMG_6669	imagenet_images_flickr/n07697313/2292182544.jpg	n07697313	cheeseburger	993	225
Trifle	imagenet_images_flickr/n07613480/508036357.jpg	n07613480	trifle	793	104
Strawberry, fruit & flower	imagenet_images_flickr/n07745940/41279232.jpg	n07745940	strawberry	229	133
King Bolete	imagenet_images_flickr/n13054560/2883238002.jpg	n13054560	bolete	981	140
DSC_0049	imagenet_images_flickr/n02106030/2099219197.jpg	n02106030	collie	124	84
for life	imagenet_images_flickr/n02058221/1470049298.jpg	n02058221	albatross	441	102
Bighorn Sheep	imagenet_images_flickr/n02415577/493768297.jpg	n02415577	bighorn	52	209
Land's End labyrinth	imagenet_images_flickr/n03733281/119183112.jpg	n03733281	maze	922	211
American Bittern	imagenet_images_flickr/n02011460/223482812.jpg	n02011460	bittern	428	216
Magpie_2	imagenet_images_flickr/n01582220/809635171.jpg	n01582220	magpie	394	222
100_1631	imagenet_images_flickr/n09468604/2046792945.jpg	n09468604	valley	360	141
Still life	imagenet_images_flickr/n07749582/318897683.jpg	n07749582	lemon	320	171
Oranges 2	imagenet_images_flickr/n07747607/2135773544.jpg	n07747607	orange	319	96
California Quail	imagenet_images_flickr/n01806567/299920405.jpg	n01806567	quail	406	78
Ant on a Leaf	imagenet_images_flickr/n02219486/57264475.jpg	n02219486	ant	224	137
waste bin	imagenet_images_flickr/n02747177/2389087798.jpg	n02747177	ashcan	752	0
Toucan	imagenet_images_flickr/n01843383/756406024.jpg	n01843383	toucan	417	203
Emu (Dromaius novaehollandiae)	imagenet_images_flickr/n01518878/2892906599.jpg	n01518878	ostrich	385	23
Hankies	imagenet_images_flickr/n03485794/2863091231.jpg	n03485794	handkerchief	750	241
UmbReLLa	imagenet_images_flickr/n04507155/942140859.jpg	n04507155	umbrella	220	54
Siamang	imagenet_images_flickr/n02483708/2179818298.jpg	n02483708	siamang	122	97
Street Food, Hanoi (2005)	imagenet_images_flickr/n03633091/2654096448.jpg	n03633091	ladle	892	172
Mango, the orangutan	imagenet_images_flickr/n02480495/207667580.jpg	n02480495	orangutan	83	145
little yellow taxi	imagenet_images_flickr/n02930766/481497756.jpg	n02930766	cab	267	206
the Educated beagles	imagenet_images_flickr/n02088364/291048445.jpg	n02088364	beagle	132	235
Creepy	imagenet_images_flickr/n01770393/2754109890.jpg	n01770393	scorpion	603	6
Old school microwave oven	imagenet_images_flickr/n03761084/443175221.jpg	n03761084	microwave	661	199
Green Light	imagenet_images_flickr/n07753113/474565131.jpg	n07753113	fig	321	9
Prague Castle	imagenet_images_flickr/n02980441/2935116806.jpg	n02980441	castle	701	129
Bohemian Romance Necklace	imagenet_images_flickr/n03814906/3663754012.jpg	n03814906	necklace	755	83
Double mantis.....	imagenet_images_flickr/n02236044/1676539637.jpg	n02236044	mantis	635	190
Toucan Sam	imagenet_images_flickr/n01843383/89835914.jpg	n01843383	toucan	417	203
Green-winged Macaw	imagenet_images_flickr/n01818515/2422160550.jpg	n01818515	macaw	409	120
Bright Starfish	imagenet_images_flickr/n02317335/1491198628.jpg	n02317335	starfish	225	163
Labradorite Necklace	imagenet_images_flickr/n03814906/3340280184.jpg	n03814906	necklace	755	83
Colobus Monkey and baby	imagenet_images_flickr/n02488702/226407034.jpg	n02488702	colobus	54	234
Lampides boeticus	imagenet_images_flickr/n02281787/2751417355.jpg	n02281787	lycaenid	646	202
2009 April High School Baseball Linden vs East Side 4-24-09	imagenet_images_flickr/n09835506/3471466317.jpg	n09835506	ballplayer	954	147
Crayfish Swimming	imagenet_images_flickr/n01985128/101145098.jpg	n01985128	crayfish	619	134
Sand bars on Cyrene facing Jurong Island	imagenet_images_flickr/n09421951/3722513861.jpg	n09421951	sandbar	364	89
unidentified Grasshopper (2) (Order: Orthoptera)	imagenet_images_flickr/n02226429/3102611685.jpg	n02226429	grasshopper	631	37
P8310030	imagenet_images_flickr/n02108089/24535694.jpg	n02108089	boxer	130	240
Burbujas/Bubble	imagenet_images_flickr/n09229709/2539570937.jpg	n09229709	bubble	992	52
group1	imagenet_images_flickr/n02110806/24762803.jpg	n02110806	basenji	84	115
